Entry format

Num AJB_ID Author [and author [and…]] [ed.|comp.], Title, Place, Publisher, year, description, price, review [and review [and …]], comments
142 59.11(0).54 J. R Smith, Teaching a Unit in Astronomy, , , , , , Obs 79 224, reference AJB 58.05.66;

143 59.11(0).55 A. Spitz and F. Gaynor, Dictionary of Astronomy and Astronautics, New York, Philosophical Library Inc., 1959, 6+439 pp, $6.00, Publ ASP 71 356 and Sky Tel. 18 278 and Sky Tel. 18 579, 

144 59.11(0).56 O. Struve and B. Lynds and H. Pillans, Elementary Astronomy, New York, Oxford University Press, 1959, 10+396 pp, $7.00, J RAS Canada 54 89 and Nature 185 130 and Publ ASP 71 550 and Science 130 1401 and Sky Tel. 18 462 and Sky Tel. 19 237 and Southern Stars 18 143, 

145 59.11(0).57 K. A. Thernøe, Universet omkring os, Kopenhagen, Ejnar Munksgaards Forlag, 1959, , Kr. 8.00, Urania København 16 87, 

146 59.11(0).58 O. Thomas, Sternzeiger für die Rocktasche des Himmelsfreundes, Salzberg-Stuttgart, <<Das Bergland-Buch>>, 1959, , DM 1.90, Gaz astr 41 53 and RH 40 80, 

147 59.11(0).59 G. A. Tichow, Sechzig Jahre am Fernrohr, Moskau, Staatlicher Jundenverlag, 1959, 160 pp, 4R. 20 Kop., Priroda 49 Nr. 6 117, in Russian;

148 59.11(0).60 A. Wallenquist, Nytt ljus över kosmiska gåtor, Uppala, Lindblads, 1959, 100 pp, 8.50 sv. Kr., PAT 40 157 and Urania Köbenhavn 16 79, 

149 59.11(0).61 E. Zehren, Stjärnornas testamente comma Stjärnornas inflytande påmänniskans religiösa och kulturella utveckling, , Almqvist & Wiksell/Gebers, 1959, 431 pp, 36:00, , 

150 59.11(0).62 K. E. Ziolkowskij, Träumereien über Erde und Himmel, Moskau, Verlag Akad. Wiss. UdSSR, 1959, 96 pp, 1R. 60 Kop., Priroda 48 Nr. 6 124, in Russian;

151 59.11(0).63 W. Zonn and K. Runicki, Astronomia Gwiaszdowa, Moskau, Verlag für Ausländische Literatur, 1959, 448 pp, 21R. 10 Kop., , reprint of AJB 57.05.72;in Russian;

152 59.11(0).64 V. A. Ambarzumjan ed., Theoretical Astrophysics, , , , , , ZfMG 83 234, reference AJB 58.50.21;

153 59.11(0).65 P. M. Branley ed., Earth comma Air and Space, New York, American Museum Hayden Planetarium, 1958, 6+37 pp, $2.00, Publ ASP 71 356, 

154 59.11(0).66 , The Universe, , , , , , Obs 79 192, reference AJB 57.05.76;

155 59.11(0).67 , Das Universum – Unser Bild vom Weltall, , , , , , VdS Nachr. 8 79, reference AJB 58.05.83;

156 59.11(0).68 , Modell der Himmelskugel comma Beschreibung und Übungen, Moskau, Lehr-Pädagogischer Verlag, 1959, 51 pp, , , compiled by M. M. Dagajew;in Russian;

157 59.11(0).69 I. Emin ed., Russian-English Glossary of Optics and Spectroscopy, New York, Interlanguage Dictionaries Publishing Corp., 1959, 78 pp, $10.00, J RAS Canada 54 146, 

158 59.11(0).70 S. Flügge ed., Handbuch der Physik Band 51 Astrophysik II: Sternaufbau, , , , , , JBAA 70 149 and Publ ASP 71 551, reference AJB 58.50.20;

159 59.11(0).71 S. Flügge ed., Handbuch der Physik Band 52 Astrophysik III: Das Sonnensystem, Berlin-Göttingen-Heidleberg, Springer-Verlag, 1959, 7+601 pp, DM 148.00, Ann d’Astrophys 23 300 and Gaz astr 41 28 and Naturwissenschaften 47 23 and Proc. Phys. Soc. 75 326 and Sky Tel. 18 637 and Sky Tel. 18 640 and Z. angew. Phys. 12 192 and ZfA 49 68, 

160 59.11(0).72 S. Flügge ed., Handbuch der Physik Band 53 Astrophysik IV: Sternsysteme, Berlin-Göttingen-Heidleberg, Springer-Verlag, 1959, 8+565 pp, DM 142.00, Ann d’Astrophys 23 301 and Gaz astr 41 29 and Publ ASP 72 139 and Proc. Phys. Soc. 75 324 and Naturwissenschaften 46 587 and Science 130 1400 and Sky Tel. 19 44 and ZfA 49 70, 

161 59.12(0).01 Nicolaus Copernicus, Über die Kreisbewegungen der Weltkörper (De Revolutionibus Orbium Caelestium) Buch 1, Berlin, Akademie-Verlag, 1959, 179 pp, DM 14.50, Mitt. Planetenbeobachter 13 17, edited by G. Klaus;other with notes by A. Birkenmajer; 

162 59.12(0).02 , Three Copernican Treatises, New York, Dover Publications Inc., 1959, 10+283 pp, $1.75, Ciel et Terre 76 207 and Sky Tel. 20 43, 2nd edition;translated  by E. Rosen;

163 59.12(0).03 R. Descartes, Il mondo comma ovvero trattato della luce, Torino, Boringhieri, 1959, 138 pp., L 800, Coelum 28 24, translated  by G. Cantelli;

164 59.12(0).04 G. Galilei, Dialoghi dei massimi sistemi, Milano, Rizzoli, 1959, 592 pp, L 420, Coelum 28 24, 

165 59.12(0).05 M. Caspar ed., Johannes Kepler Gesammelte Werke Band XVIII Briefe 1620—1630, München, C. H. Beck’sche Verlags-buchhandlung, 1959, 592 pp, DM 40.00 and 48.00, Gaz astr 41 49, 

166 59.12(0).06 I. Newton, Sistema del mondo, Torino, Boringhieri, 1959, 149 pp, L800, Coelum 27 151, 

167 59.12(0).07 B. Kockel and W. Macke and A. Papapetrou and W. Frank ed., Max-Planck-Festschrift 1958, Berlin, VEB Duetscher Verlag der Wissenschaften, 1959, 415 pp, DM 54.00, , 

168 59.12(0).08 W. J. Struve, Der Meridianbogen comma Ausgerwählte Kapitel, Moskau, Verlag Geod. Literatur, 1957, 256 pp, 15R., AJ UdSSR 36 1135, edited by S. G. Sudakow;in Russian;

169 59.12(0).09 , G. A. Tichow Haupwerke in 5 Bänden Band 4 Astrobotanik und Astrophysik 1912—1957, Alma-Ata, Akad. Wiss. Kasach. SSR, 1959, 257, 13R. 40 Kop., , in Russian;

170 59.13(0).02 A. Blaauw and G. Larsson-Leander and N. G. Roman and A. Sandage and H. F. Weaver and A. D. Thackeray ed., Second Conference on Co-ordination of Galactic Research, Cambridge-New York, University Press, 1959, 93 pp, 15s and $3.00, Ann d’Astrophys 22 931 and Nature 185 801 and Obs 79 193 and Sky Tel. 18 552 and ZfA 48 78, other IAU symposium 7; 

171 59.13(0).04 R. N. Bracewell ed., Paris Symposium on Radio Astronomy, Stanford CA, Stanford University Press, 1959, 12+612 pp, $15.00, Ann d’Astrophys 22 929 and BSAF 73 337 and BSAF 74 94 and Math. Rev. 21 885 and Nature 184 1755 and Phys. Abstr. (A) 63 1036 and Publ ASP 72 141 and Sky Tel. 18 640 and Sky Tel. 19 175 and ZfA 19 231, other IAU Symposium 9; other USRI Symposium 1; 

172 59.13(0).09 F. Hecht ed., IX Internationaler Astronautischer Kongreß, Wien, Springer-Verlag, 1959, 12+506 and 2+463 pp, DM 208.00, Astronaut. Acta 5 381 and Coelum 27 180, other two volumes; 

173 59.13(0).13 B. Lehnert ed., Electromagnetic Phenomena in Cosmical Physics, , , , , , Nature 186 67 and RH 40 143, reference AJB 58.11.60;

174 59.13(0).21 , Probleme des Plasmas in Physik und Astronomie, , , , , , RH 40 120, reference AJB 58.11.63;

175 59.13(0).22 , Proceedings of the Nationwide Amateur Astronomers Convention, Golden CO, R. A. Spencer, 1959, 8+193 pp, $3.50, Publ ASP 72 67, other privately published by R. A. Spencer, 4430 Gladiola Street, Route 1, Golden CO; 

176 59.13(0).23 , Veröffentlichungen der Tagung über die Erforschung der Szintillation der Sterne, Moskau-Leningrad, Verlag Akad. Wiss. UdSSR, 1959, 263 pp, 10R., , in Russian;

177 59.13(0).24 , Die Internationale Konferenze über kosmische Strahlung, Moskau, Verlag Akad. Wiss. UdSSR, 1959, 224 pp, , , 

178 59.13(0).25 , Advances in Astronautical Sciences Volume 4, New York, Plenum Press Inc., 1959, 460 pp, 80s, Astronaut. Acta 5 380 and Nature 185 798, also published London: Chapman & Hall Ltd.;

179 59.13(0).26 , Séminaire de mécanique analytique et de mécanique celeste comma dirigé par Maurice Janet: 1re année 1957/58, Paris, Secrétariat mathématique, 1958, 3+104 pp, , Math. Rev. 21 475, 

180 59.13(0).27 , Società Astronomica Italiana Atti dei Convegni Astronomici di Venezia e Napoli, Pavia, Industria Grafica Mario Ponzio, 1959, 128 pp, , , 

181 59.13(0).28 , Astronautics and Space Exploration: Hearings before the Select Committee on Astronautics and Space Exploration comma Eighty-fifth Congress comma Second Session on H.R. 11881, Washington DC, Government Printing Office, 1958, 8+1542 pp, $4.50, J. British Interplanetary Soc. 17 155, 

182 59.14(0).04 , Mathematisches Wörterbuch Mathematical Dictionary Russisch-Deutsch-English, Berlin, VEB Deutscher Verlag der Wissenschaften, 1959, 244 pp, DM 9.80, , 

183 59.15(0).02 J. Jeenel, Programming for Digital Computers, New York-Tokyo-London, McGraw-Hill Book Company Inc., 1959, 8+517 pp, $12.00, Science 132 82, 

184 59.15(0).05 E. M. McCormick, Digital Computer Primer, New York, McGraw-Hill Book Co., 1959, 10+214 pp, $7.50, Science 132 82, 

185 59.15(0).06 D. D. McCracken and H. Weiss and T.-H. Lee, Programming Business Computers, New York, Wiley & Sons, 1959, 17+510 pp, $10.25, Science 132 82, also published London: Chapman & Hall;

186 59.15(0).07 R. Nett and S. A. Helzler, An Introduction to Electronic Data Processing, Glencoe IL, Free Press, 1959, 287 pp, $6.75, Science 132 82, 

187 59.15(0).12 C. V. L. Smith, Electronic Digital Computers, New York, McGraw-Hill Book Company Inc., 1959, 9+443 pp, $12.00, Rev. Sci. Instruments 30 1138, 

188 59.15(0).13 B. Thüring, Einführung in die Methoden der Programmierung kaufmännischer und wissenschaftlicher Probleme für elektronische Rechenanlagen Teil 2: Automatische Programmierung dargestellt an der Univac Fac-Tronic, Baden-Baden, Robert Göller Verlag, 1958, 169 pp, DM 30.00, Math. Rev. 21 188, 

189 59.15(0).15 R. Tomovic, Calculateurs analogiques répétitifs, , , , , , Math. Rev. 21 452, reference AJB 58.03.14;

190 59.15(0).16 S. R. Williams, Digital Computing Systems, New York, McGraw-Hill, 1959, 10+229 pp, $7.75, Science 132 82, 

191 59.15(0).17 M. H. Wrubel, A Primer of Programming for Digital Computers, New York, McGraw-Hill Book Co., 1959, 15+230 pp, $7.50, Science 132 82, 

192 59.16(0).25 H. C. van de Hulst, Light Scattering by Small Particles, , , , , , J RAS Canada 54 91, reference AJB 58.50.09;

193 59.16(0).42 J. G. Malkin, Theorie der Stabilität einer Bewegung, München, Verlag R. Oldenbourg, 1959, 8+402 pp, DM 47.00, Phys. Ber. 38 1830, translated from Russian by W. Hahn and R. Reissig;also published Berlin: Akademie Verlag;

194 59.16(0).66 G. Traving, Über die Theorie der Druckverbreiterung von Spektrallien, Karlsruhe, Verlag G. Braun, 1959, 115 pp, DM 27.00, ZfA 49 231, 

195 59.16(0).68 A. B. Underhill and J. H. Wadell, Stark Broadening Functions for the Hydrogen Lines, Washington DC, Government Printing Office, 1959, 8+94 pp, $0.65, J RAS Canada 53 238 and ZfA 49 230, other National Bureau of Standards Circular 603; 

196 59.17(0).08 R. W. Buchheim, Space Handbook: Astronautics and its Applications, New York, Random House, 1959, 16+330 pp, $3.95, Science 131 1215, 

197 59.17(0).12 K. Cuypers, Op reis naar de maan, Antwerpen, De Sikkel N.V., 1959, 143 pp, Bfr 48, Hemel en Dampkring 57 301, 

198 59.17(0).13 G. Depierre, Wat de kunstmanen beloven; Interplanetaire reizen, ‘s-Gravenhage, J. Philip Kruseman, 1958, 56 pp, 2.70 fl, , 

199 59.17(0).15 E. Franquinet, De sprong in de derde dimensie comma verleden comma heden ent toekomst van de ruimtevaart, , W. de Haan N.V. Zeist, 1959, 158 pp, f 2.95, Hemel en Dampkring 58 185, 

200 59.18(0).18 R. A. Gallant, Man’s Reach into Space, , Garden City Books, 1959, 152 pp, $3.50, Sky Tel. 19 306, 

201 59.17(0).19 M. Goodrich, Gravity and Interplanetary Travel, New York, Vantage Press, 1958, 72 pp, $2.50, J. Atmosph. Terr. Phys. 16 397, 

202 59.17(0).22 W. B. Hendrickson jr., Handbook for Space Travellers, Indianapolis, Bobbs-Merrill Co. Inc., 1959, 256 pp, $3.95, Sky Tel. 19 372 and Sky Tel. 20 42, 

203 59.17(0).26 H. K. Kaiser, Zu fremden Gestirnen: Die Weltraumfahrt in Gegenwart und Zukunft comma eine kurze Einführung in die Astronautik, Baden-Baden, Signal-Verlag, 1959, 148 pp, DM 8.50, Weltraumfahrt 11 29, 

204 59.17(0).29 B. Ljapunow, Die Entdeckung der Welt, Moskau, <<Junge Garde>>, 1959, 208 pp, 4R. 80 Kop., , 2nd edition;in Russian;

205 59.17(0).36 H. E. Newell jr., Sounding Rockets, New York-Toronto-London, McGraw-Hill Book Company Inc., 1959, 7+334 pp, $12.50, Rev. Sci. Instruments 30 1139 and Sky Tel. 18 579, 

206 59.17(0).37 J. H. Oort, Ruimtevaart en haar betekenis voor de natuurwetenschap, Amsterdam, N.V. Noordhollandsche Uitgevers Maatschappij, 1959, 26 pp, f 2.50, Hemel en Dampkring 57 185, 

207 59.17(0).43 R. Rothmayer, Rakets comma Sputnik comma Weltraumschiff, , , , , , Astronaut. Acta 5 385, reference AJB 58.134.309;

208 59.17(0).44 R. Rothmayer, La conquista dello spazia, Milano, Parenti, 1959, 20+349 pp, L 1800, Coelum 28 56, reprint of AJB 58.134.309;translated  by G. Bonfanti;

209 59.17(0).46 K. Schütte, La route du ciel est ouverte, Paris, Dunod, 1959, 224 pp, 960 F, La Nature 87 559, translated  by C. Mamontoff;

210 59.17(0).47 K. Schütte, Il future è nello spazio, Milano, Mondadori, 1959, 217 pp, L 350, Coelum  27 127, reprint of AJB 58.134.78;in Italian;

211 59.17(0).50 A. Sternfeld, Soviet Space Science, New York, Basic Books Inc., 1959, 361 pp, $6.00, JBAA 70 239 and Nature 187 884 and Sky Tel. 18 462 and Sky Tel. 18 640 and Spaceflight 2 156, translated from Russian;other forward by W. Ley; 

212 59.17(0).53 C.-C. Troebst, Der Griff nach dem Mond; Amerika und Rußland im Kampf um den Weltraum, Düsseldorf, Econ-Verlag, 1959, 251 pp, DM 12.80, , 

213 59.17(0).54 C.-C. Troebst, Assalto alla Luna, Firenze, Sansoni, 1959, 265 pp, , Coelum 28 86, translated from German by M. Carlà;

214 59.17(0).55 C.-C. Troebst, De greep naar de maan, Baarn, In den Toren, , 249 pp, f8.90, Hemel en Dampkring 58 186, translated from German;other check place/publisher; 

215 59.17(0).56 M. Vertregt, Grondbeginselen der ruimtevaart, Haarlem, E. F. Bohn, 1959, 16+208 pp, f 16.00, Hemel en Dampkring 58 130, 

216 59.17(0).57 T. de Vries, Het heelal comma onderzoek naar het leven in de ruimte, Amsterdam-Brüssel, Elsevier, 1959, 152 pp, f1.50, Hemel en Dampkring 58 185, 

217 59.17(0).59 K. Zarankiewicz, Astronautyka popularna, Warsawa, Państwowe Wydawnictwo Naukowe, 1959, 316 pp, 25 zł, , 

218 59.17(0).60 M. Alperin and M. Stern and H. Wooster ed., Vistas in Astronomy Vol 1, , , , , , Astronaut. Acta 5 381, reference AJB 58.143.100;

219 59.17(0).61 M. Alperin and H. F. Gregory ed., Vistas in Astronomy Vol 2, London, Pergamon Press, 1959, 318 pp, £5 5s, Ciel et Terre 75 268 and Nature 186 59 and Sky Tel. 19 434, 

220 59.17(0).62 G. Merrill ed., Dictionary of Guided Missiles and Space Flight, New York-London-Toronto, D. Van Nostrand Company Inc., 1959, 6+668 pp, 31s 6d and $2.50, Spaceflight 2 125, 

221 59.17(0).63 F. I. Ordway III, Advances in Space Science Vol 1, New York, Academic Press, 1959, 412 pp, $12.00, Science 131 1880, 

222 59.17(0).64 K. Schütte ed., Handbuch der Astronautik Lfg. 1, , , , , , VdS Nachr. 9 84 and Weltraumfahrt 11 29, reference AJB 58.134.99;

223 59.17(0).65 H. S. Seifert ed., Space Technology, New York, John Wiley & Sons Inc., 1959, 16+1231 pp, $22.50, Nature 187 884 and Sci. Instruments 31 355 and Science 131 1215 and Sky Tel. 19 48, also published London: Chapman & Hall;

224 59.17(0).66 , Die Erforschung des Weltraums, Moskau, Phys.-Math. Staatsverlag, 1959, 272 pp, 8R. 30 Kop, Priroda 49 Nr. 2 118, translated from English;in Russian;

225 59.17(0).67 , ZMP un starpplanētu lidojumi, Riga, ZA izdevniecība, 1959, , , Zvaigžņotā Debess 1959 gada vasara 52, 

226 59.17(0).68 , Space Handbook: Astronautics and Its Applications, Washington DC, Government Printing Office, 1959, 252 pp, $0.60, Sky Tel. 18 259, 

227 59.18(0).03 S. G. Alexandrow and R. E. Fedorow, Sowjetische Erdsatelliten und die kosmische Rakete, Moskau, Verlag Akad. Wiss. UdSSR, 1959, 232 pp, 3R. 50 Kop., RH 40 183, in Russian;

228 59.18(0).07 R. André, Les satellites artificiels et l’astronautique, Paris, Dunod, 1959, 134 pp, 780 fr, La Nature Nr. 3300 3 Umschlagseite, 

229 59.18(0).35 K. Gilzin, Sputniks and After, London, Macdonald and Co. Ltd., 1959, 285 pp, 21 s, Nature 184 836 and Spaceflight 2 125, translated from Russian by P. Rose;

230 59.18(0).62 W. I. Lewantowskij and W. A. Leschkowzew and I. I. Rachlin, Die sowjetische Rakete erforscht den Kosmos, Moskau, Phys.-Math. Staatsverlag, 1959, 128 pp, 2R. 10 Kop., , in Russian;

231 59.18(0).63 W. I. Lewantowskij, Dagli sputnik al pianeta artificiale, , Ed. Ruiniti, 1959, 204 pp, L 1700, , 

232 59.18(0).69 L. Mallan, Space Satellites, London, Muller, 1958, 144 pp, 5s, , 

233 59.18(0).113 A. Sternfeld, Künstliche Satelliten, Leipzig, B. G. Teubner Verlagsgeschellschaft, 1959, 268 pp, DM 12.90, Glasnik Mat.-Fiz. Astr. (2) 14 307 and Sterne 36 48 and VdS Nachr. 9 41, translated from Russian by F. Bartels and R. Ziegenbein;

234 59.18(0).114 A. Stoenescu, Racheta și satelitul artificial comma Elemente teoretice, București, Ed. tehn., 1958, 56 pp, 2 Lei, , 

235 59.18(0).137 H. Reichardt and E. A. Niekisch ed., Künstliche Erdsatelliten, Berlin, Akademie-Verlag, 1959, 8+357 pp, DM 38.00, Gerlands Beiträge Geophys. 69 124 and Mitt. Planetenbeobachter 12 44 and VdS nachr. 9 17 and Weltraumfahrt 11 28 and Z. Geophys. 25 159, translated from Russian;in German;

236 59.18(0).138 , Soviet Writings on Earth Satellites and Space Travel, London, , 1959, , 18s, Urania København 16 52, 

237 59.18(0).139 , Wissenshaftliche Probleme künstlicher Erdsatelliten, Moskau, Verlag für ausländiche Literatur, 1959, 527 pp, 20R. 55 Kop., Priroda 49 Nr. 1 123, in Russian;

238 59.18(0).140 , High Altitude and Satellite Rockets, New York, Philosophical Library, 1959, 136 pp, $15.00, Sky Tel. 18 522, 

239 59.18(0).141 , O první kosmické raketě (Sborník), Praha, SNTL, 1959, 64 pp, 2.50 Kčs, , 

240 59.19(0).15 W. Gundel, Sternglaube comma Sternreligion und Sternorakel, Heidelberg, Verlag Quelle & Meyer, 1959, 168 pp, DM 7.50, Mitt. Planatenbeobachter 12 29 and VdS Nachr. 9 16, 2nd edition;

241 59.19(0).16 J. Hausen, Sterne comma Gene und Mesonen, Bremen, Carl Schünemann-Verlag, 1959, 314 pp, DM 14.80, VdS Nachr. 9 83, 

242 59.19(0).28 R. Tomaschek, Kosmische Kraftfelder und astrale Einflüsse, Aalen Württ., Ebertin-Verlag, 1959, 93 pp, , Sterne 36 172, 

243 59.19(0).29 J. Verne, Rejsen til Maanen, København, Gyldendal, 1959, , , Urania København 16 51, translated from French by T. Palsbo;other reprint of Journey to the Center of the Earth??; 

244 59.01(1).85 K. Heinemann and F. Henn and W. Lohmann ed., Astronomischer Jahresbericht Band 57, Berlin, Walter de Gruyer & Co., 1959, 38+525 pp, DM 60.00, , 

245 59.02(0).24 A. Koestler, The Sleepwalkers, New York, Macmillan Company, 1959, 624 pp, $6.50, J. Inst. Navigation 12 260 and Science 130 326 and Sky Tel. 18 522 and Sky Tel. 18 577, 

246 59.02(0).25 A. Koestler, Die Nachtwandler, Bern-Stuttgart-Wien, Alfred Scherz Verlag, 1959, 590 pp, DM 24.80, , translated from English by W. M. Treichlinger;in German;other The Sleepwalkers cf AJB 59.02.24; 

247 59.02(0).26 P. Kunitzsch, Arabische Sternamen in Europa, Wiesbaden, Otto Harrossowitz, 1959, 6+240 pp, DM 28.00, Naturwissenschaften 47 384 and Sky Tel. 19 306 and VdS Nachr. 9 67, 

248 59.02(0).35 J. Needham and L. Wang, Science and Civilization in China vol 3 Mathematics and the Sciences of the Heavens and the Earth, London, Cambridge University Press, 1959, 47+877 pp, 150s, Endeavour 19 118, 

249 59.02(0).36 O. Neugebauer, The Exact Sciences in Antiquity, , , , , , ZfMG 84 2, reference AJB 57.13.48;

250 59.02(0).39 N. V. E. Nordenmark, Astronomiens historia i Sverige intill år 1800, Uppsala, Almqvist & Wiksells Boktr., 1959, 16+295 pp, 42:00 and 54:00, PAT 40 155, 

251 59.02(0).50 P. Rousseau, Man’s Conquest of the Stars, London, Jarrolds Publishers Ltd., 1959, 356 pp, 25s, Nature 186 69 and Publ ASP 72 66 and Sky Tel. 18 522 and Sky Tel. 18 698, 

252 59.02(0).58 T. Ungerer and C. Ungerer and L. Leclere, L’horloge astronomique de la cathédrale de Strausboug comma historique comma description comma fonctionnement, Straßburg, Roux, 1958, 48 pp, 200 fr., , 10th edition;

253 59.02(0).60 E. Whittaker, From Euclid to Eddington: A Study of Conceptions of the External World, New York, Dover Publications Inc., 1959, 9+212 pp, $1.35, ZfA 49 69, reprint of AJB 49.13.16;

254 59.02(0).61 H. Woolf, The Transits of Venus: A Study of Eighteenth-Century Science, Princeton NJ, Princeton University Press, 1959, 13+258 pp, $6.00 and 48s, J RAS Canada 54 197 and Nature 187 636 and Publ ASP 72 219 and Science 131 723 and Sky Tel. 19 181 and Sky Tel. 19 431, also published London: Oxford University Press;

255 59.02(0).63 P. G. Kulikowskij ed., Historische-astronomische Untersuchungen Band 3, , , , , , RJ UdSSR 1959 Nr. 10 3, reference AJB 57.13.90;

256 59.02(0).64 P. G. Kulikowskij ed., Historische-astronomische Untersuchungen Band 5, Moskau, Staatsverlag für physikalische-mathematische Literatur, 1959, 468 pp, 13R. 80 Kop., Priroda 48 Nr. 11 126 and RJ UdSSR 1960 Nr. 1 3, in Russian;

257 59.02(0).65 , Al-Biruni on Transits, Beirut, American University, 1959, 201 pp, 6.25 Lebanese £, Sky Tel. 19 501 and Sky Tel. 20 99, translated  by M. Saffouri and A. Ifram and E. S. Kennedy;in English;

258 59.03(0).03 M. Caspar, Kepler, New York, Abelard-Schuman, 1959, 401 pp, $7.50, J RAS Canada 54 198 and Science 131 1203 and Sky Tel. 19 434 and Sky Tel. 19 494, translated from German by C. D. Hellman;edited by C. D. Hellman;

259 59.03(0).32 L. Wörner and P. Nell and J. Deutsch and W. Tripmacker ed., Bruno H. Bürgel zum Gedenken, Leipzig, Verlag Johann Ambrosius Barth, 1959, 92 pp, , RH 40 200 and Sternenbote 3 10, 

260 59.03(0).33 J. C. Poggendorff, Biographische-Literarisches Hardwörterbuch der Exakten Naturwissenschaften Band VIIa Teil 3 L—R, Berlin, Akademie Verlag, 1959, 224 pp, , , edited by R. Zaunick and H. Salié;

261 59.05(0).19 M. Jagger ed., Planetaria and their Use for Education, Bloomfield Hills MI, Cranbrook Institute of Science, 1959, 205 pp, $3.50, Sky Tel. 18 699 and Sky Tel. 19 180, 

