Entry format

Num AJB_ID Author [and author [and…]] [ed.|comp.], Title, Place, Publisher, year, description, price, review [and review [and …]], comments
281 58.91(1).56 , Stjerneglobus, , Hassings forlag, , , 32 kr., NAT 1958 34, 

282 58.97(0).21 E. Schatzman, White Dwarfs, Amsterdam, North-Holland Publishing Co., 1958, 8+180 pp, DM 21.75, BSAF 72 384 and Endeavour 17 223 and Irish AJ 5 9 and J. appl. Phys. 29 746 and J. Optical Soc. America 48 584 and J RAS Canada 52 239 and Mem SA It (NS) 29 354 and NAT 1959 110 and Obs 79 27 and Proc. Phys. Soc. 72 319 and Science 128 409 and Sky Tel. 17 306 and ZfMG 80 239, 

283 58.110(0).05 J. I. Jefremow and P. N. Cholopow, Neunter Nachtrag zur ersten Ausgabe des Generalkatologs Veränderlicher Sterne, Moskau, Verlag Akad. Wiss. UdSSR, 1958, 48 pp, , , in Russian;

284 58.110(0).06 B. W. Kukarkin and P. P. Parenago and J. I. Jefremow and P. N. Cholopow, Generalkatalog Veränderlicher Sterne 1 comma 2, Moskau-Leningrad, Verlag Akad. Wiss. UdSSR, 1958, 700pp and 479 pp, , RH 39 238 and Southern Stars 18 70, 2nd edition;in Russian;

285 58.110(0).09 H. Schneller, Geschichte und Literatur des Lichtwechsels der veränderlichen Sterne, , , , , , Obs 78 215, reference AJB 57.110.10;

286 58.112(0).01 F. M. Bateson, The Observation of Double Variable Stars, , Roy. Astr. Soc. New Zealand Variable Star Section, 1958, 27 pp and 11 charts, , Southern Stars 18 71, 

287 58.113(0).04 C. Payne-Gaposhkin, The Galactic Novae, , , , , , Naturwissenschaften 45 196 and PAT 40 78, reference AJB 57.113.06;

288 58.120(0).06 F. Zwicky, Morphological Astronomy, , , , , , Astronaut. Acta 4 289 and BSAF 73 338 and Naturwissenschaften 45 172 and Publ ASP 71 352 and Science 127 343 and Z. Naturforschung 14a 849, other Publ ASP review by W. W. Morgan; reference AJB 57.120.04;

289 58.121(1).01 G. Alter and J. Ruprecht and V. Vanýsek, Catalogue of Star Clusters and Associations, Prag, Verlag Akad. Wiss., 1958, 40+1566 pp, Kčs 140, BAC 9 200 and J RAS Canada 52 192 and RN 39 188 and ZfA 48 77, 

290 58.121(1).36 A. M. Mikischa and F. A. Zizin, Atlas der Farben-Helligkeitsdiagramme offener Sternsysteme, UdSSR, , 1958, 127 pp, , , in Russian;

291 58.122(0).06 J. Dufay, Galactic Nebulae and Interstellar Matter, , , , , , Strolling Astronomer 13 31, reference AJB 57.122.04;

292 58.123(1).20 H. Shapley, The Inner Metagalaxy, , , , , , Obs 78 259 and Science 127 976, reference AJB 57.123.21;

293 58.124(0).16 E. Hubble, The Realm of the Nebulae, New York, Dover Publications, 1958, 14+207 pp, $1.50, Sky Tel. 19 48 and ZfA 49 69, reprint of 1936;

294 58.126(1).07 R. Hanbury Brown and A. C. B. Lovell, The Exploration of Space by Radio, , , , , , Astronaut. Acta  5 251 and J. appl. Phys. 29 1268 and J. Atmosph. Terr. Phys. 12 346 and JBAA 69 52 and La Nature  87 46 and L’Universo 38 1017 and Nature 181 1562 and PAT 40 77 and Phys. Abstracts (A) 61 434 and Phys. Blätter 15 283 and Proc IRE 46 1546 and Publ ASP 70 623 and Sky Tel. 17 525, reference AJB 57.126.09;

295 58.126(1).08 J. Budějický, Radioastronomie, Prag, Orbis, 1958, 92 pp, Kčs 3.25, , in Tschech;

296 58.126(1).10 N. Calder, Radio Astronomy, London, Phoenix House, 1958, 68 pp, 9s 6d, , 

297 58.126(1).16 R. Coutrez, Radioastronomie, , , , , , BSAF 73 188 and Science 127 153 and Scienta  93 (III—1958) 39, reference AJB 56.126.08;

298 58.126(1).36 J. L. Pawsey and R. N. Bracewell, Radio Astronomy, Moskau, Verlag für ausländische Literatur, 1958, 414 pp, 21 R., , reprint of AJB 55.126.27;translated from English;in Russian;

299 58.126(1).37 J. Pfeiffer, The Changing Universe, , , , , , Nature 181 980, reference AJB 56.126.30;

300 58.126(1).53 P. Wellman, Radioastronomie, , , , , , Mitt. Planetenboebachter 12 14, reference AJB 57.126.48;

301 58.126(1).58 , Radio Astronomy, London, Library Association Chaucer House, 1958, , 2s 6d, Obs 78 263, compiled by F. R. Taylor;other Special Subject List Nr. 26; 

302 58.127(0).64 J. G. Wilson and S. A. Wouthuysen ed., Progress in Elementary Particle and Cosmic Ray Physics Vol. IV, Amsterdam, North-Holland Publishing Co., 1958, 12+470 pp, hfl. 470 and DM 54.50, J. appl. Phys. 29 1269 and Phil. Mag. (8) 3 1055, 

303 58.130(0).04 W. K. Hristow, Tafeln zur Maschinenrechnung der Gaußschen Koordianten comma der Meridiankonvergenz und des Maßstabes aus den geographischen Koordinaten auf dem Ellipsoid von F. N. Krassowsky für alle Breiten, , Bulgar. Akad. Nauk. Trudove Central Lab. Geod., 1956, 228 pp, , Math. Rev 19 1241, 

304 58.130(0).06 P. S. Sakotow, Lehrbuch der höheren Geodäsie, Berlin, VEB Verlag Technik, 1957, 467 pp, DM 45, Math Rev. 20 120, translated from Russian by H. A. Corazza;

305 58.130(0).07 A. E. Scheidegger, Principles of Geodynamics, Berlin-Göttingen-Heidelberg, Springer-Verlag, 1958, 280 pp, DM 49.60, , 

306 58.130(0).08 , Jordan comma Eggert comma Kneißl comma Handbuch der Vermessungskunde, Stuttgart, J. B. Metzlersche Verlagsbuchhandlung, 1958, 10+674 pp, DM 115.00, Österreich. Z. Vermessungswesen 46 124, other Band 4 Mathematische Geodäsie; 

307 58.130(0).09 , Instrucciones tecnicas para la ejecucion de los trabajos geodesicos, Buenos Aires, Instituto Geografico Militar, 1957, 266 pp, , , 

308 58.131(0).11 W. A. Heiskanen and F. A. Vening Meinesz, The Earth and its Gravity Field, New York-Toronoto-London, McGraw-Hill Book Company, 1958, 10+470 pp, 97s and $12.50, J. appl. Phys. 29 1775 and Nature 182 1580 and Science 129 460, 

309 58.133(0).02 M. Blewitt, Celestial Navigation for Yachtsmen, London, , 1958, , , , 3rd edition;

310 58.133(0).07 W. F. Djakonow, Nautische Astronomie, Leningrad, <<Seetransport>>, 1958, 463 pp, 12R. 80 Kop., , in Russian;

311 58.133(0).08 J. Dohm, The American Flight Navigator, , Pan American Navigation Service, 1958, 352 pp, $6.50, J. Inst. Navigation 11 415, 

312 58.133(0).09 B. Duttons and J. C. Hill and T. F. Utegaard and G. Riordan, Navigation and Piloting, Annapolis MD, U.S. Naval Institute, 1957, 6+771 pp, , J. Inst. Navigation 12 111, 

313 58.133(0).10 G. E. Earl and F. Main, Munro’s Navigation comma Using the 1958 Almanac, Glasgow, Munro, 1958, 432 pp, 35s, , other revised edition; 

314 58.133(0).11 A. C. Gardner, Teach Yourself Navigation, , English Universities Press, 1958, 191 pp, 6s, J. Inst. Navigation 11 427, 

315 58.133(0).12 H. O. Hill and E. W. Paget-Tomlinson, Instruments of Navigation comma A catalogue with notes upon their use, London, Her Majesty’s Stationary Office, 1958, 90 pp, 4s 6d, J. Inst. Navigation 11 326, 

316 58.133(0).16 M. de Kerviler, Navigation astronomique comma guide pratique pour le yacht de croisière, Paimboeuf, Ed. Plaisance, 1956, 8+107 pp, Fr. 1100, , 

317 58.133(0).18 J. C. Lieuwen, Record Tables, Rotterdam, NV Observator, 1957, 8+112 pp, , , 2nd edition;

318 58.133(0).27 C. Pacé, Astronomie Nautique, Paris, Ed. maritimes et colonials, 1958, 200 pp, , , 

319 58.133(0).33 P. Sizaire, Astronomie Nautique, Paris, Ed. coloniales et maritimes, 1958, 20+488 pp, , , other what relation to 58.133.27?; other textbook for the French Maritime School; 

320 58.133(0).35 P. V. H. Weems and C. Lee, Marine Navigation, Annapolis MD, , 1958, 10+471 pp, , , 

321 58.133(0).37 , American Practical Navigator, Washington DC, Government Printing Office, 1958, 1524 pp, , , other originally by N. W. Bowditch; other H. O. Publ. Nr. 9; 

322 58.134(0).01 M. Allward and J. W. R. Taylor, Rockets and Missiles, , Ian Allen, 1958, 36 pp, 2s 6d, Spaceflight 2 32, 

323 58.134(0).04 R. Argentière, Astronáutica, S. Paulo, <<Pincar>>, 1957, 278 pp, 120.0 cruz., , 

324 58.134(0).06 E. Bialoborski, Raketen comma Satelliten comma Raumschiffe, Leipzig, Urania-Verlag, 1958, 384 pp, DM 9.80, Weltraumfahrt 1958 125, 

325 58.134(0).07 Z. Bochníček, Hviezdy mieru a šťastia, Bratizlava, Verlag SVPL, 1958, 128 pp, Kčs 5.50, , in slowak.;

326 58.134(0).11 W. von Braun, Start in den Weltraum, Frankfurt, S. Fischer Verlag, 1958, 327 pp, DM 12.80, Sternenbote Wien 1 Nr.9 17, 

327 58.134(0).12 W. von Braun, Die Eroberung des Weltraums, Frankfurt/M.-Hamburg, Fischer-Bücherie, 1958, 194 pp, DM 2.20, , translated from English;

328 58.134(0).13 E. Burgess, An Introduction to Rockets and Spaceflight, , , , , , L’Universo 38 162, reference AJB 56.134.05;

329 58.134(0).14 E. Burgess, Satelliter och rymdfart, Hörsta, , 1958, , Kr. 22:50, , 

330 58.134(0).15 J. L. Castle, Vanguard to Venus, New York, Dodd. Mead, 1957, 212 pp, $3.00, , 

331 58.134(0).18 A. C. Clarke, The Scottie Book of Space Travel, London, Transworld Publ., 1957, 126 pp, 2s 6d, , 

332 58.134(0).19 A. C. Clarke, The Exploration of Space, Harmondsworth, Penguin Books, 1958, 192 pp, 30s 6d, , 

333 58.134(0).20 J. Coggins and F. Pratt, By Space Ship to the Moon, New York, Random, 1958, 56 pp, $1.00, , 

334 58.134(0).24 K. Cuypers, Op Reis naar de Maan, Antwerpen, De Sikkel N. V., , , F. 48, Ciel et Terre 75 231, 

335 58.134(0).25 A. Ducrocq, Voor de poorten van het heelal, Amsterdam, Scheltema en Holkema N. V., 1958, 171 pp, f. 6.90, Hemel en Dampkiring 57 186, translated from French;

336 58.134(0).32 O.W. Gail and W. Petri, Weltraumfahrt; Physik comma Technik comma Biologie, München, Hanns Reich Verlag, 1958, 151 pp, DM 9.80, Sterne 35 93 and VdS nachr. 8 78, 2nd edition;

337 58.134(0).35 H. Gartmann, Jahrhundert der Raketen, München, P. Müller, 1958, 349 pp, DM 12.00, , 

338 58.134(0).36 F. Gel and A. Rükl and J. Bukovský and F. Kadavý, Přes práh vesmíru, Prag, Verlag SNPL, 1958, 94 pp, Kčs 6.80, RH 39 143 and Vesmír 37 286, in tschech.;

339 58.134(0).37 K. Gilzin, Naar Verre Werelden, Amsterdam, Uitgeverij Pegasus, 1958, 303 pp, f. 8.90, Hemel en Dampkring 57 85 and Meteoor 15 30, 

340 58.134(0).40 A. G. Haley, Rocketry and Space Exploration, Princeton-London, D. van Nostrand Co., 1958, 15+334 pp, 51s, Spaceflight 2 155, 

341 58.134(0).41 L. Hansen, Rumfart og Raket-Teknik, Kopenhagen, Hirschprung, 1958, , , Urania København 15 72, 

342 58.134(0).45 D. C. Holmes, What’s going on in Space? A Chronicle of Man’s Exploration of Space beyond this Earth, New York, Funk and Wagnalls, 1958, 256 pp, $3.95, Spaceflight 2 30, 

343 58.134(0).47 L. Jacot, La Terre s’en va, Paris, La Table Ronde, 1958, 233 pp, , Ann d’Astronphys 21 164, 

344 58.134(0).48 C. Luplau Janssen, Pa Vej til Manen, Kopenhagen, Forlaget Fremad, 1958, 94 pp, Dän. Kr. 9.75, PAT 39 171 and Urania København 15 16, 

345 58.134(0).51 W. P. Kaznewski, Les fusées interplanétaires, Paris, Ed. Farandole, 1958, 158 pp, F. 390, , translated from Russian;

346 58.134(0).52 R. Koch, Jenseits aller Grenzen; Tatsachan und Probleme an der Schwelle eines neuen Weltzeitalters, München, AWA-Verlag E. R. Flatan & Co., 1958, 285 pp, DM 22.80, , 

347 58.134(0).55 W. Ley, Rockets comma Missiles comma and Space Travel, London, Chapman & Hall, 1957, 16+528 pp, 50s, La Nature 87 46, 2nd edition;reprint of AJB 57.134.21;

348 58.134(0).56 W. Ley, Satellites comma Rockets and Outer Space, New York, New American Library, 1958, 10+128 pp, 3s 6d, Spaceflight 2 30, also published London: Muller;

349 58.134(0).57 B. W. Liapunow, Viagens interplanetárias, S. Paulo, Ed. Zumbi, 1958, 234 pp, 100.00 cruz., , translated from Russian;

350 58.134(0).62 I. A. Merkulow, Der Raketenflug in den Weltenraum, Moskau, DOSAAF, 1958, 88 pp, 1R. 50 Kop., , in Russian;

351 58.134(0).65 P. Moore, Space Exploration, , The MacMillan Company of Canada, 1958, 36 pp, $0.60, J RAS Canada 53 48 and Obs 78 217, also published Cambridge: National Book League by University Press;

352 58.134(0).66 W. D. Müller, Men amongst the Stars, New York, Criterion Books, 1957, 307 pp, 18s and $4.95, Spaceflight 1 332, translated from German;

353 58.134(0).72 W. Proell and N. J. Bowman, A Handbook for Space Flight, Chicago, Perastadion Press, 1958, 458 pp, $8.00, Sky Tel. 17 525, other originally published 1950; 

354 58.134(0).78 K. Schütte, Die Weltraumfahrt hat begonnen; Vom ersten Satelliten bis zur Mondreise, Frieberg i. Br., Herder-Verlag, 1958, 173 pp, DM 1.90, Orion Schafthausen 5 683 and PAT 39 83 and Sterne 35 93 and VdS Nachr. 7 35, other Herder -Bücherei Band II; 

355 58.134(0).79 K. Schütte, Rymdfarten har börjat, Hörsta, , 1958, 198 pp, Kr. 21:50, , 

356 58.134(0).83 A. Sternfeld, Sztuczny księżyc, Warszawa, PWN, 1957, 265 pp, 20 zł, , 

357 58.134(0).84 A. Sternfeld, Ruimtevaart, Amsterdam, Pegasus, 1958, 60 pp, Fl. 1.75, , translated from Russian;

358 58.134(0).85 A. Sternfeld, Od umělých družic k meziplanetárním letům, Prag, Verlag SNTL, 1958, 141 pp, Kčs 4.35, RN 40 40, translated from Russian;

359 58.134(0).86 A. Sternfeld, Umělé družice, Prag, Verlag Orbis, 1958, 322 pp, Kčs 14.00, , translated from Russian;

360 58.134(0).87 G. H. Stine, Rocket Power and Space Flight, New York, Holt, 1957, 190 pp, $3.75, , 

361 58.134(0).96 K. Zarankiewicz, O sztucznym księżycu, Warszawa, <<Wiedza Powszechna>>, 1957, 52 pp, 2 zł, , 

362 58.134(0).97 K. E. Ziolkowskij, Jenseits der Erde, Moskau, Verlag Akad. Wiss. UdSSR, 1958, 143 pp, 3R., Priroda 47 Nr. 11 121, in Russian;

363 58.134(0).98 L. J. Carter ed., Realities of Space Travel, , , , , , J. Astronautical Sci. 5 50, reference AJB 57.134.35;

364 58.134(0).99 K. Schütte and H. K. Kaiser ed., Handbuch der Astronautik Lfg. 1, Konstanz, Akad. Verlagsges Athenaion, 1958, 32 pp, DM 5.20, , 

365 58.134(0).100 M. Alperin and M. Stern ed., Vistas in Astronautics, London-New York-Paris-Los Angeles, Pergamon Press, 1958, 21+330 pp, 105s, J. British Interplanetary Soc. 17 111 and Nature 184 663, 

366 58.134(0).101 L. B. Berkner ed., Manual on Rockets and Satellites, London-New York, Pergamon Press, 1958, 20+508 pp, $25.00 and 160s, Nature 184 213 and Science 129 1134 and Sky Tel. 18 278, 

367 58.134(0).102 R. L. F. Boyd and M. J. Seaton and H. S. W. Massey ed., Raketnyje issledovanija verchnej atmosfery, Moskau, Verlag für ausländische Literatur, 1957, 415 pp, 24.35R, RH 39 214, reprint of AJB 55.139.49;translated from English;

368 58.134(0).103 C. C. Adams ed., Space Flight; Satellites comma Spaceships comma Space Stations and Space Travel Explained, New York, McGraw-Hill Book Co., 1958, 389 pp, $6.50, , 

369 58.134(0).104 D. R. Bates ed., Space Research and Exploration, New York, William Sloane Associates, 1958, 287 pp, $4.00, Nature 181 1299 and Publ ASP 70 624, 

370 58.134(0).105 , Space Exploration, Cambridge, National Book League, 1958, , , Spaceflight 2 92, 

371 58.134(0).106 , Přes práh vesmíru; O umělých družicích Země, Praha, SNPL, 1958, 112 pp, 6.80 Kčs, , 

372 58.134(0).107 , Russian-English Glossary of Guided Missile comma Rocket comma and Satellite Terms, Washington DC, Library of Congress, 1958, 6+352 pp, $2.50, J. British Interplanetary Soc. 17 40, other arranged by A. Rosenberg; 

373 58.134(1).129 L. Beeland and R. Wells, Space Satellites: the Story of the Man-made moon, Englewood Cliffs NJ, Prentice-Hall, 1957, 89 pp, $2.95, , 

374 58.134(1).138 F. M. Branley, Exploring by Satellite; the Story of Project Vanguard, New York, Crowell, 1957, 40 pp, $3.00, , 

375 58.134(1).144 E. Burgess, Satellites and Spaceflight, , , , , , Astronautical Sci. Rev. 1 24 and J. Astronautical Sci. 5 50 and J. British Interplanetary Soc.  17 111 and Nature 181 980 and Proc. Phys. Soc. 73 830 and Weltraumfahrt 1958 64, reference AJB 57.134.54;

376 58.134(1).149 M. Charles-Noël, Les satellites artificiels, Paris, Presses univ. France, 1958, 128 pp, Fr. 177, , 

377 58.134(1).166 H. Gartmann, Künstliche  Satelliten, Stuttgart, Franckh’sche Verlagshandlung, 1958, 78 pp, DM 2.80, VdS Nachr. 7 68, 

378 58.134(1).174 H. Guillard and G. Jaegly and J. Hennebert, Les satellites artificiels, Cannes, C.E.L., 1958, 8+24 pp, , , 

379 58.134(1).181 T. Hall, Satelliter och rymdfärder, Stockholm, Bonniers, 1958, 125 pp, Schw. Kr. 13.75, PAT 39 80, 

380 58.134(1).183 P. Harzer, Bébés lune et vrais satellites comma notre avenir?, Paris, Ed. Fleuve noir, 1957, 255 pp, fr. 900, , 

381 58.134(1).198 N. E. Howard, Handbook for Observing the Satellites, New York, Thomas Y. Crowell Co., 1958, 136 pp, $3.50, Sky Tel. 18 402 and Sky Tel. 18 519, 

382 58.134(1).199 J. S. Hurst, Les satellites artificiels américains, Paris, Deux-Rives, 1957, 192 pp, fr. 750, La Nature 86 416, 

383 58.134(1).208 N. S. Kalitzen, Künstliche Erdsatelliten und interplanetare Flüge, Sofia, Medizin und Körperkulter, 1958, 74 pp, 1.60 Lw., , in Bulgarian;

384 58.134(1).211 N. Karabaschew, Die künstlichen Erdsatelliten, Sofia, NS OF, 1958, 68 pp, 1.50 Lw., , in Bulgarian;

385 58.134(1).267 P. I. Nikitin, Die künslichen Erdsatelliten, Moskau, DOSAAF, 1958, 88 pp, 1R. 50 Kop., , in Russian;

386 58.134(1).289 V. Petrov, Iskusstvennyj sputnik Zemli, Moskau, Heersverlag des Ministeriums der Streitkräfte der UdSSR, 1958, 303 pp, 5.90R., RH 39 239, in Russian;

387 58.134(1).299 J. Queiroz jr., Sputnik comma a lua vermelha; a verdada sôbre os satélites sovieticos, Rio de Janeiro, Distr. Ed. Copac, 1957, 197 pp, 120.00 cruz., , 

388 58.134(1).309 R. Rothmayer, Rakete comma Sputnik comma Weltraumschiff; 100 Fragen und 100 Antworten zu einem aktuellen Thema, Wien, Globus-Verlag, 1957, 175 pp, Sch. 24, , 

389 59.134(1).326 Y. Sourine, Mon dossier Spoutnik, Paris, Ed. France-Empire, 1958, 285 pp, fr. 750, , 

390 58.134(1).329 A. Sternfeld, Iskusstvennyje sputniki Zemli, Moskau, Staatsverlag für technich-theoretische Literatur, 1956, 180 pp, 2.85R., RH 39 95, in Russian;

391 58.134(1).330 A. M. Sternfeld, Künstliche Erdbegleiter, Moskau, Techn. Staatsverlag, 1958, 296 pp, 7R. 20 Kop., , 2nd edition;in Russian;

392 58.134(1).331 A. Sternfeld, Sputnik comma raketter og runskibe, Københaven, , 1957, 63 pp, 3.75 Kr., , translated from Russian;

393 58.134(1).341 E. Vassy, L’intérêt scientifique des satellites artificiels, Alençon, Impr. alençonnaise, 1958, 24 pp, fr. 250, , 

394 58.134(1).346 M. Wassilljew and W. W. Dobronrawow, Sputnik into Space, London, Souvenir Press Ltd., 1958, 147 pp, 15s, J. British Interplanetary Soc. 16 386 and Spaceflight 2 92, translated from Italian by M. Savill;also published Toronto: The Ryerson Press;

395 58.134(1).367 J. A. van Allen ed., Scientific Uses of Earth Satellites, , , , , , Nature 183 963, reference AJB 57.134.178;

396 58.134(1).369 K. W. Gatland ed., Project Satellite, London, Allan Wingate, 1958, 169 pp and 186 pp, 21s and $5.00, J. British Interplanetary Soc. 16 600 and Science 129 636, also published New York: British Book Center;

397 58.134(1).370 , Soviet Sputniks, London, Soviet News, 1958, 52 pp, 1s 6d, JBAA 68 325 and Southern Stars 17 124 and Spaceflight 1 300, other Booklet Nr. 25; 

398 58.134(1).371 , Vorläufige Ergebnisse der wissenschaftlichen, Moskau, Akad. Wiss. UdSSR, 1958, 150 pp, , , in Russian;

399 58.134(1).372 , Künstliche Erdsatelliten Nr. 1, Moskau, Akad. Wiss. UdSSR, 1958, 95 pp, 4R., , in Russian;

400 58.134(1).373 , The Russian Literature of Satellites Part 1, New York, International Physical Index Inc., 1958, 181 pp, $10.00, Sky Tel. 17 525, 

